R,1,6000,6000,6000,0,	 6000,0
R,2,6000,6000,6000,18000,6000,0
R,3,6000,6000,6000,0,	 6000,6000
R,4,6000,6000,6000,18000,6000,6000
R,5,6000,6000,6000,0,	 6000,12000
R,6,6000,6000,6000,6000,6000,12000
R,7,6000,6000,6000,12000,6000,12000
R,8,6000,6000,6000,18000,6000,12000
R,9,6000,6000,6000,0,	 6000,18000
R,10,6000,6000,6000,6000,6000,18000
R,11,6000,6000,6000,12000,6000,18000
R,12,6000,6000,6000,18000,6000,18000
R,13,6000,6000,6000,0,	 0,0
R,14,6000,6000,6000,18000,0,0
R,15,6000,6000,6000,0,	 0,6000
R,16,6000,6000,6000,18000,0,6000
R,17,6000,6000,6000,0,	 0,12000
R,18,6000,6000,6000,6000,0,12000
R,19,6000,6000,6000,12000,0,12000
R,20,6000,6000,6000,18000,0,12000
R,21,6000,6000,6000,0,	 0,18000
R,22,6000,6000,6000,6000,0,18000
R,23,6000,6000,6000,12000,0,18000
R,24,6000,6000,6000,18000,0,18000
