R, 1,3000,3000,3000,   0,   0,    0
R, 2,3000,3000,3000,3000,   0,    0
R, 3,3000,3000,3000,6000,   0,    0
R, 4,3000,3000,3000,   0,3000,    0
R, 5,3000,3000,3000,3000,3000,    0
R, 6,3000,3000,3000,6000,3000,    0
R, 7,3000,3000,3000,   0,6000,    0
R, 8,3000,3000,3000,3000,6000,    0
R, 9,3000,3000,3000,6000,6000,    0

R,10,3000,3000,3000,   0,   0, 3000
R,11,3000,3000,3000,3000,   0, 3000
R,12,3000,3000,3000,6000,   0, 3000
R,13,3000,3000,3000,   0,3000, 3000
R,14,3000,3000,3000,3000,3000, 3000
R,15,3000,3000,3000,6000,3000, 3000
R,16,3000,3000,3000,   0,6000, 3000
R,17,3000,3000,3000,3000,6000, 3000
R,18,3000,3000,3000,6000,6000, 3000

R,19,3000,3000,3000,   0,   0, 6000
R,20,3000,3000,3000,3000,   0, 6000
R,21,3000,3000,3000,6000,   0, 6000
R,22,3000,3000,3000,   0,3000, 6000
R,23,3000,3000,3000,3000,3000, 6000
R,24,3000,3000,3000,6000,3000, 6000
R,25,3000,3000,3000,   0,6000, 6000
R,26,3000,3000,3000,3000,6000, 6000
R,27,3000,3000,3000,6000,6000, 6000

R,28,3000,3000,3000,   0,   0, 9000
R,29,3000,3000,3000,3000,   0, 9000
R,30,3000,3000,3000,6000,   0, 9000
R,31,3000,3000,3000,   0,3000, 9000
R,32,3000,3000,3000,3000,3000, 9000
R,33,3000,3000,3000,6000,3000, 9000
R,34,3000,3000,3000,   0,6000, 9000
R,35,3000,3000,3000,3000,6000, 9000
R,36,3000,3000,3000,6000,6000, 9000

R,37,3000,3000,3000,   0,   0,12000
R,38,3000,3000,3000,3000,   0,12000
R,39,3000,3000,3000,6000,   0,12000
R,40,3000,3000,3000,   0,3000,12000
R,41,3000,3000,3000,3000,3000,12000
R,42,3000,3000,3000,6000,3000,12000
R,43,3000,3000,3000,   0,6000,12000
R,44,3000,3000,3000,3000,6000,12000
R,45,3000,3000,3000,6000,6000,12000

R,46,3000,3000,3000,   0,   0,15000
R,47,3000,3000,3000,3000,   0,15000
R,48,3000,3000,3000,6000,   0,15000
R,49,3000,3000,3000,   0,3000,15000
R,50,3000,3000,3000,3000,3000,15000
R,51,3000,3000,3000,6000,3000,15000
R,52,3000,3000,3000,   0,6000,15000
R,53,3000,3000,3000,3000,6000,15000
R,54,3000,3000,3000,6000,6000,15000

R,55,3000,3000,3000,   0,   0,18000
R,56,3000,3000,3000,3000,   0,18000
R,57,3000,3000,3000,6000,   0,18000
R,58,3000,3000,3000,   0,3000,18000
R,59,3000,3000,3000,3000,3000,18000
R,60,3000,3000,3000,6000,3000,18000
R,61,3000,3000,3000,   0,6000,18000
R,62,3000,3000,3000,3000,6000,18000
R,63,3000,3000,3000,6000,6000,18000

R,64,3000,3000,3000,   0,   0,21000
R,65,3000,3000,3000,3000,   0,21000
R,66,3000,3000,3000,6000,   0,21000
R,67,3000,3000,3000,   0,3000,21000
R,68,3000,3000,3000,3000,3000,21000
R,69,3000,3000,3000,6000,3000,21000
R,70,3000,3000,3000,   0,6000,21000
R,71,3000,3000,3000,3000,6000,21000
R,72,3000,3000,3000,6000,6000,21000

R,73,3000,3000,3000,   0,   0,24000
R,74,3000,3000,3000,3000,   0,24000
R,75,3000,3000,3000,6000,   0,24000
R,76,3000,3000,3000,   0,3000,24000
R,77,3000,3000,3000,3000,3000,24000
R,78,3000,3000,3000,6000,3000,24000
R,79,3000,3000,3000,   0,6000,24000
R,80,3000,3000,3000,3000,6000,24000
R,81,3000,3000,3000,6000,6000,24000
