R,1,3000,3000,3000,0,2800,0
R,2,3000,3000,3000,0,2800,3000
R,3,3000,3000,3000,0,2800,6000
R,4,3000,3000,3000,0,2800,9000
R,5,3000,3000,3000,0,2800,12000

R,6,2800,2800,2800,1500,0,0
R,7,2800,2800,2800,1500,0,2800
R,8,2800,2800,2800,1500,0,5600
R,9,2800,2800,2800,1500,0,8400
R,10,2800,2800,2800,1500,0,11200

R,11,2000,2000,2000,3000,2800,0
R,12,2000,2000,2000,3000,2800,2000
R,13,2000,2000,2000,3000,2800,4000
R,14,2000,2000,2000,3000,2800,6000
R,15,2000,2000,2000,3000,2800,8000
R,16,2000,2000,2000,3000,2800,10000
R,17,2000,2000,2000,3000,2800,12000
